DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
220106712,02/16/2022,02/16/2022,1245,01,Central,0118,997,TRAFFIC COLLISION,0605 3004 3028 3030 3101 3401 3701 4001 3037 3034,61,M,W,101,STREET,RIVERSIDE                    DR,ALESANDRO                    ST,"(34.0663, -118.2302)"
220205975,02/16/2022,02/16/2022,1040,02,Rampart,0249,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3036 3101 4024 3401 3701,59,M,W,101,STREET,6TH                          ST,BEAUDRY                      AV,"(34.0531, -118.2598)"
220206044,02/17/2022,02/16/2022,2210,02,Rampart,0275,997,TRAFFIC COLLISION,0605 3025 3036 3101 4024 3004 3033 3035 3401 3701,61,M,H,101,STREET,OLYMPIC                      BL,BURLINGTON                   AV,"(34.0505, -118.2771)"
220306103,02/16/2022,02/16/2022,0455,03,Southwest,0394,997,TRAFFIC COLLISION,3006 3028 3030 3037 4025 3101,68,M,B,101,STREET,VAN NESS                     AV,43RD                         ST,"(34.0055, -118.3171)"
220306117,02/16/2022,02/16/2022,1645,03,Southwest,0321,997,TRAFFIC COLLISION,3008 3026 4003 3101 3036,64,M,H,101,STREET,LA CIENEGA,BOWESFIELD,"(34.0234, -118.3723)"
220306124,02/17/2022,02/16/2022,1840,03,Southwest,0397,997,TRAFFIC COLLISION,3006 3028 4003 3039 3101 3037,30,F,H,101,STREET,KANSAS,42ND,"(34.0064, -118.2937)"
220905743,02/16/2022,02/16/2022,0145,09,Van Nuys,0946,997,TRAFFIC COLLISION,4009 3006 3101 3028 3030 3037,,F,W,101,STREET,MATILIJA                     AV,BURBANK                      BL,"(34.1721, -118.4334)"
221105759,02/18/2022,02/16/2022,1325,11,Northeast,1151,997,TRAFFIC COLLISION,0605 3028 3033 3034 3037 3101 4011 3011 3401 3701,38,M,H,101,STREET,BLANCHARD                    BL,SUNSET                       BL,"(34.0986, -118.2962)"
221206518,02/16/2022,02/16/2022,1020,12,77th Street,1232,997,TRAFFIC COLLISION,3003 3026 3029 4025 3101 3037,35,F,B,101,STREET,SLAUSON,8TH,"(33.9891, -118.3258)"
221406208,02/16/2022,02/16/2022,1930,14,Pacific,1432,997,TRAFFIC COLLISION,,,,,101,STREET,LINCOLN                      BL,S  PALMS                        BL,"(33.9971, -118.459)"
221505879,02/16/2022,02/16/2022,1245,15,N Hollywood,1502,997,TRAFFIC COLLISION,3011 3028 3034 4026 3037 3101,42,M,H,101,STREET,BELLAIRE                     AV,LEAGUE                       ST,"(34.2167, -118.4135)"
221605494,02/16/2022,02/16/2022,1527,16,Foothill,1685,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3101 3037,99,M,O,101,STREET,CAMELLIA                     AV,KESWICK                      ST,"(34.2103, -118.3823)"
221806109,02/16/2022,02/16/2022,1645,18,Southeast,1803,997,TRAFFIC COLLISION,3004 3028 4025 3030 3101 3037,54,M,H,101,STREET,AVALON,MANCHESTER,"(33.9601, -118.2651)"
221905830,02/16/2022,02/16/2022,1615,19,Mission,1969,997,TRAFFIC COLLISION,3004 4009 3039 3024 3030 3037 3101,42,F,O,101,STREET,OSBORNE                      ST,ARLETA                       AV,"(34.2421, -118.4256)"
222006048,02/17/2022,02/16/2022,2200,20,Olympic,2029,997,TRAFFIC COLLISION,3011 3028 4020,53,M,H,101,STREET,6TH                          ST,VERMONT                      AV,"(34.0636, -118.2916)"
222105741,02/17/2022,02/16/2022,1925,21,Topanga,2147,997,TRAFFIC COLLISION,3101 3004 3025 4026 3037 3038 3602,38,M,H,101,STREET,SHERMAN                      WY,OSO                          AV,"(34.1981, -118.5877)"
220606299,02/20/2022,02/16/2022,1758,06,Hollywood,0622,997,TRAFFIC COLLISION,3003 3026 3029 4027,60,F,H,101,STREET,CURSON,HOLLYWOOD,"(34.1017, -118.355)"
220306102,02/16/2022,02/16/2022,1335,03,Southwest,0378,997,TRAFFIC COLLISION,3004 3028 3034 4025 3101 3037,32,F,A,101,STREET,BILL ROBERTS                 LN,MARTIN LUTHER KING JR        BL,"(34.0146, -118.2872)"
221905884,02/18/2022,02/16/2022,1552,19,Mission,1969,997,TRAFFIC COLLISION,3004 3028 4009 3030 3037 3039 3101,23,F,H,101,STREET,OSBORNE                      ST,ARLETA                       AV,"(34.2418, -118.4265)"
222006055,02/17/2022,02/16/2022,1920,20,Olympic,2053,997,TRAFFIC COLLISION,4027 3004 3026 3034 3037 3101 3401 3701,49,M,A,101,STREET,OLYMPIC                      BL,WESTERN                      AV,"(34.0526, -118.3091)"
220905781,02/17/2022,02/16/2022,2055,09,Van Nuys,0923,997,TRAFFIC COLLISION,3004 3028 4010 3037 3039 3101,20,F,H,101,STREET,CEDROS                       AV,GILMORE                      ST,"(34.1876, -118.4531)"
221306402,02/16/2022,02/16/2022,0220,13,Newton,1309,997,TRAFFIC COLLISION,0605 3011 3028 3030 3101 4013 3036 3034 3401 3701,55,M,W,102,SIDEWALK,MATEO                        ST,OLYMPIC                      BL,"(34.026, -118.2322)"
220905747,02/16/2022,02/16/2022,0830,09,Van Nuys,0929,997,TRAFFIC COLLISION,3101 3004 3024 4026 3036,41,F,O,101,STREET,VICTORY                      BL,NAGLE                        AV,"(34.1867, -118.4236)"
220606548,02/24/2022,02/16/2022,1300,06,Hollywood,0646,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,69,M,O,101,STREET,CAHUENGA                     BL,SUNSET                       BL,"(34.098, -118.3295)"
220606550,02/24/2022,02/16/2022,1315,06,Hollywood,0646,997,TRAFFIC COLLISION,3003 3026 3029 3035 3037 3104 3401 3701 4027,69,M,O,101,STREET,CAHUENGA                     BL,SUNSET                       BL,"(34.098, -118.3295)"
